Molecule ChEMBL ID,Smiles,Molecular Weight,act_mean
CHEMBL4095156,COc1cc(-c2c[nH]c3cnccc23)ccn1,225.25,351
CHEMBL4095479,COc1ccc2c(-c3ccnc(N)n3)c[nH]c2c1,240.27,443
CHEMBL4095674,c1cc(-c2cn(CCCN3CCOCC3)c3cnccc23)ccn1,322.41,109
CHEMBL4096379,Cc1cc(-c2ccc3ncc4nnn(Cc5ccc(F)cc5)c4c3c2)ccn1,369.4,107
CHEMBL4096575,Nc1ccc(-c2cnc3[nH]cc(-c4ccc(O)cc4)c3c2)cc1,301.35,377
CHEMBL4097256,FC(F)(F)c1cccc(/C=C/c2cnc3ccc(Cl)nn23)c1,323.7,8900
CHEMBL4097368,CC[C@@H](CO)Nc1ccc2ncc(-c3ccsc3)n2n1,288.38,470
CHEMBL4098107,COc1ccc2ncc(-c3cccc(C(F)(F)F)c3)n2n1,293.25,1300
CHEMBL4098237,CC[C@@H](CO)Nc1ccc2ncc(-c3cccc(C(=O)N[C@H](CC)CO)c3)n2n1,397.48,7900
CHEMBL4098364,COc1ccc2c(-c3ccnc(N)c3)c[nH]c2c1,239.28,2904
CHEMBL4098505,Fc1cc(-c2c[nH]c3cnccc23)ccn1,213.22,69
CHEMBL4099677,Fc1ccc2ncc(-c3cccc(C(F)(F)F)c3)n2n1,281.21,4200
CHEMBL4100956,CC[C@@H](CO)Nc1ccc2ncc(-c3cccnc3)n2n1,283.34,870
CHEMBL4101902,Cn1nc(-c2cnc(N)c(-c3ccc(C(N)=O)c(F)c3)n2)nc1C1(c2ccccc2)CC1,429.46,140
CHEMBL4102553,Oc1ccc(-c2cnc3[nH]cc(-c4ccc(-c5nnn[nH]5)cc4)c3c2)cc1,354.37,280
CHEMBL4102871,CC(=O)Nc1cccc(Nc2ccc3ncc(-c4cccc(NC(C)=O)c4)n3n2)c1,400.44,63
CHEMBL4102903,c1cncc(-c2c[nH]c3cnccc23)c1,195.22,7957
CHEMBL4103030,CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(-c3ccc4cc(OC)ccc4c3)o2)c1,438.51,1000
CHEMBL4103831,Nc1cc(-c2c[nH]c3cc(C(F)(F)F)ccc23)ccn1,277.25,4335
CHEMBL4104122,CCn1nnc2cnc3ccc(-c4ccnc(C)c4)cc3c21,289.34,283
CHEMBL4104296,CC[C@@H](CO)Nc1ccc2ncc(-c3ccc(C(F)(F)F)cc3)n2n1,350.34,1100
CHEMBL4104765,Cc1ccc([C@@H](C)n2nnc3cnc4ccc(-c5ccnc(C)c5)cc4c32)cc1,379.47,141
CHEMBL4105084,CC[C@@H](CO)Nc1ccc2ncc(-c3cccc(Cl)c3)n2n1,316.79,75
CHEMBL4105239,O=C(Nc1cccc(O)c1)c1cnc2[nH]cc(-c3ccc(O)cc3)c2c1,345.36,127
CHEMBL4105629,c1cc(-c2cn(CCC3CC3)c3cnccc23)ccn1,263.34,8
CHEMBL4159193,COc1ccc2c(c1)[nH]c1c(C)nc(C)cc12,226.28,971
CHEMBL4159941,COc1ccc2c(c1)[nH]c1c(Cl)nccc12,232.67,8.8
CHEMBL4164359,COc1ccc2c(c1)[nH]c1c(N3CCC3)nccc12,253.3,159
CHEMBL4164814,NS(=O)(=O)c1ccc(-c2cnc3[nH]cc(-c4cccnc4)c3c2)cc1,350.4,216
CHEMBL4164848,COc1ccc2c(c1)[nH]c1c(N3CCCCC3)nccc12,281.36,1500
CHEMBL4168671,C=CC(=O)Nc1ccc(C(=O)c2sc(Nc3ccc(N4CCN(C)CC4)cc3OC)nc2N)cc1,492.61,1200
CHEMBL4171089,COc1cc(N2CCN(C)CC2)ccc1Nc1nc(N)c(C(=O)c2ccccc2)s1,423.54,800
CHEMBL4171209,O=C(NCCN1CCOCC1)Nc1cccc(-c2ccc3nc(NC(=O)C4CC4)sc3n2)c1,466.57,3500
CHEMBL4172756,COc1ccc2c(c1)[nH]c1c(N3CCCC3c3ccccc3)nccc12,343.43,123
CHEMBL4173266,COc1ccc2c(c1)[nH]c1c(C)nc(CO)cc12,242.28,49.5
CHEMBL4174335,COc1ccc2c(c1)[nH]c1c(C(C)O)nccc12,242.28,858
CHEMBL4175006,COc1ccc2c(c1)[nH]c1c(N3CCCC3)nccc12,267.33,264
CHEMBL4176129,COc1ccc2c(c1)[nH]c1c(N3CCCC3Cc3ccccc3)nccc12,357.46,221
CHEMBL4277134,O=C(Nc1ccc(C(=O)NCc2ccccc2)cc1)Nc1nc2ccc(O)cc2s1,418.48,63
CHEMBL4277878,COc1cc2cc(C(=O)Nc3cc(C(=O)NC(CN)c4ccccc4)ccc3C)c(=O)[nH]c2cc1OC,500.56,59
CHEMBL4278353,O=C(Nc1cncc(-c2cc(-c3cn[nH]c3)cs2)c1)C1CC1,310.38,18
CHEMBL4280981,c1cncc(-c2csc(-c3cccnc3)c2)c1,238.31,300
CHEMBL4281037,Nc1cncc(-c2cc(-c3cccnc3)cs2)c1,253.33,101
CHEMBL4281810,CCn1cc(-c2csc(-c3cncc(NC(=O)C4CC4)c3)c2)cn1,338.44,29.7
CHEMBL4282315,COc1cc2[nH]c(=O)c(C(=O)Nc3cc(C(=O)NC(CCN)c4ccsc4)ccc3Cl)cc2cn1.Cl,548.45,4.6
CHEMBL4282366,O=C(Cc1ccccc1)Nc1cncc(-c2cc(-c3cccnc3)cs2)c1,371.47,14.9
CHEMBL4283240,COc1ccc2c3ccnc(Cl)c3n(CC#N)c2c1,271.71,181
CHEMBL4283474,O=C(Nc1cncc(-c2cc(-c3cccnc3)cs2)c1)c1c(F)cc(F)cc1F,411.41,23.5
CHEMBL4283503,O=C(Nc1cncc(-c2cc(-c3cccnc3)cs2)c1)C1CC1,321.41,23.1
CHEMBL4283751,N=C1NC(=O)/C(=C/c2ccc3c(c2)CCO3)S1,246.29,7.9
CHEMBL4283765,O=C1NC(Nc2ccccc2)=N/C1=C/c1ccc2c(c1)OCO2,307.31,32
CHEMBL4283894,O=C(Nc1cccc(O)c1)Nc1nc2ccc(O)cc2s1,301.33,134
CHEMBL4284209,CC(C)c1cnn2c(NCc3ccc(-c4ccccn4)cc3)nc(N[C@H]3CC[C@H](N)CC3)nc12,456.6,120
CHEMBL4284240,COc1ccc2c(c1)CC(n1c(C)nc3ccc(-c4cc(N)nc(N)c4)nc31)C2,386.46,4
CHEMBL4284572,Cl.NCC(Nc1nccc(-c2n[nH]c3nc(NCCN4CCOCC4)ncc23)n1)c1ccccc1,497.01,5.9
CHEMBL4285513,O=C(Nc1ccccc1)Nc1nc2ccc(O)cc2s1,285.33,163
CHEMBL4285559,Nc1ccc(-c2cc(-c3cccnc3)cs2)cn1,253.33,614.3
CHEMBL4285678,C[C@]12O[C@H]([C@H](O)[C@H](O)[C@H]1O)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4=O,469.45,4
CHEMBL4285776,Cc1cc(=O)oc2cc3cc(O)ccc3cc12,226.23,600
CHEMBL4286467,COc1cc2[nH]c(=O)c(C(=O)Nc3cc(C(=O)NCc4cccc(Cl)c4)ccc3C)cc2cc1CCCN1CCOCC1,603.12,6
CHEMBL4286803,O=C(Nc1cncc(-c2cc(-c3cccnc3)cs2)c1)c1ccc(F)cc1,375.43,183.2
CHEMBL4286821,O=C(Nc1cncc(-c2cc(-c3cccnc3)cs2)c1)c1ccncc1,358.43,107
CHEMBL4287083,CCCn1cc(-c2csc(-c3cncc(NC(=O)C4CC4)c3)c2)cn1,352.46,76
CHEMBL4287375,CN1CCN(C(=O)c2ccc(NC(=O)Nc3nc4ccc(O)cc4s3)cc2)CC1,411.49,95
CHEMBL4287985,c1cncc(-c2cc(-c3cncs3)cs2)c1,244.34,43
CHEMBL4288045,COCCc1cc2cc(C(=O)Nc3cc(C(=O)N[C@H](CCN)c4ccccc4)ccc3Cl)c(=O)[nH]c2cc1OC,563.05,5
CHEMBL4288096,COc1ccc(/C=C2\SC(=S)NC2=O)cc1C#C[Si](C)(C)C,347.54,110
CHEMBL4290223,O=C(Nc1cncc(-c2cc(-c3cccnc3)cs2)c1)c1ccccc1F,375.43,106.7
CHEMBL4290247,O=C(Cc1ccc(F)cc1)Nc1cncc(-c2cc(-c3cccnc3)cs2)c1,389.46,30.48
CHEMBL4290268,Cn1cc(-c2csc(-c3cccnc3)c2)cn1,241.32,130
CHEMBL4291029,COc1ccc2c3ccnc(C)c3n(CC#N)c2c1,251.29,81
CHEMBL4291088,CN1C(=O)/C(=C\c2ccc3c(c2)OCO3)N=C1N,245.24,420000
CHEMBL4291297,O=C(Nc1cncc(-c2cc(-c3cccnc3)cs2)c1)c1ccccc1Cl,391.88,90.5
CHEMBL4292442,Cn1cc(-c2csc(-c3cncc(NC(=O)C4CC4)c3)c2)cn1,324.41,42.6
CHEMBL4292471,Cc1ccc(C(=O)Nc2cncc(-c3cc(-c4cccnc4)cs3)c2)cc1,371.47,51.4
CHEMBL4293599,CC[C@@H](CO)Nc1cc(NCc2ccc(-c3ccccn3)cc2)c2ncn(C(C)C)c2n1,430.56,2800
CHEMBL4293650,COc1cc(-c2cc(=O)c3c(O)cc(O)c(C/C=C(\C)CCC=C(C)C)c3o2)ccc1O,436.5,620
CHEMBL4294049,COc1ccc(C(=O)Nc2cncc(-c3cc(-c4cccnc4)cs3)c2)c(F)c1,405.45,37.3
CHEMBL4294080,O=C(Nc1cncc(-c2cc(-c3cccnc3)cs2)c1)C1CCC1,335.43,57.8
CHEMBL4294976,CCOc1ccccc1CNc1nc(C)nc2[nH]cc(-c3ccnc(N)c3)c12,374.45,2.1
CHEMBL4295177,O=C(Nc1cncc(-c2cc(-c3cccnc3)cs2)c1)c1ccc(F)cc1F,393.42,49
CHEMBL4437998,COC(=O)CCCCn1c2cc(OC)ccc2c2ccnc(C)c21,326.4,97
CHEMBL4438785,COc1ccc2c3ccnc(C)c3n(CCCCN(C)C(C)=O)c2c1,339.44,215
CHEMBL4439133,Cc1n[nH]cc1-c1cc2nc([C@@H]3CCCCN3)[nH]c(=O)c2s1.Cl.Cl,388.32,59
CHEMBL4440790,COc1ccc2c3ccnc(C)c3n(CCCNC(=O)OC(C)(C)C)c2c1,369.47,39
CHEMBL4441878,Cc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1C(C)C,282.35,7.5
CHEMBL4442374,COC(=O)C(C)CCn1c2cc(OC)ccc2c2ccnc(C)c21,326.4,19
CHEMBL4456985,COC(=O)CCCn1c2cc(OC)ccc2c2ccnc(C)c21,312.37,27
CHEMBL4460561,Cc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1C1CC1,280.34,9
CHEMBL4474836,COc1ccc2c3ccnc(C)c3n(CCCC(N)=O)c2c1,297.36,25
CHEMBL4476003,COc1ccc2c3ccnc(C)c3n(CCCCNC(C)=O)c2c1,325.41,168
CHEMBL4483653,COc1ccc2c3ccnc(C)c3n(CCCCCC(N)=O)c2c1,325.41,168
CHEMBL4513287,COC(=O)CCCCCn1c2cc(OC)ccc2c2ccnc(C)c21,340.42,112
CHEMBL4514653,COC(=O)CCn1c2cc(OC)ccc2c2ccnc(C)c21,298.34,56
CHEMBL4521356,COC(=O)Cn1c2cc(OC)ccc2c2ccnc(C)c21,284.31,64
CHEMBL452220,CC1(C)C=Cc2c(cc(O)c3c(=O)c4cccc(O)c4[nH]c23)O1,309.32,2200
CHEMBL4528315,COc1ccc2c3ccnc(C)c3n(CCC(=O)O)c2c1.Cl,320.78,1020
CHEMBL4530280,N#Cc1c(-c2ccccc2)[nH]c2c(I)cccc12,344.16,10
CHEMBL4539999,COc1ccc2c3ccnc(C)c3n(CCCC(=O)O)c2c1.Cl,334.8,950
CHEMBL4542402,N#Cc1c[nH]c2c(Cl)cccc12,176.61,3300
CHEMBL4550702,Cn1cc(-c2cnc3c(-c4csc(C(=O)NCC(F)(F)F)c4)cnn3c2)cn1,406.39,11
CHEMBL4550946,COC(=O)C(C)(C)CCn1c2cc(OC)ccc2c2ccnc(C)c21,340.42,13
CHEMBL4552025,COc1ccc2c3ccnc(C)c3n(CCCN(C)C(C)=O)c2c1,325.41,98
CHEMBL4552628,Cc1sc(C(=O)N[C@@H]2[C@H](N)CCCC2(F)F)cc1-c1cnn2cc(Cl)cnc12,425.89,130
CHEMBL4563765,COc1ccc2c3ccnc(C)c3n(CCCCC(N)=O)c2c1,311.39,83.5
CHEMBL4564337,COc1cc2c(-c3cnc(-c4ccc[nH]4)o3)c[nH]c2cc1Br,358.2,2300
CHEMBL4564623,COc1ccc2c3ccnc(C)c3n(CCC(N)=O)c2c1,283.33,139
CHEMBL4568087,Cn1cc(-c2cnc3c(-c4csc(C(=O)N[C@@H]5CCCC[C@@H]5N)c4)cnn3c2)cn1,421.53,3.2
CHEMBL4575812,COc1ccc2c3ccnc(C)c3n(CCC(C)C(N)=O)c2c1,311.39,13.9
CHEMBL4575900,Cc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1C[C@@H](C)Oc1ccccc1,374.45,10
CHEMBL4579529,COc1ccc2c3ccnc(C)c3n(CCCNC(C)=O)c2c1,311.38,74
CHEMBL4634969,CC(C)Cn1cc(-c2ccncc2)c2ccncc21,251.33,43
CHEMBL4636064,CCN1CCN(C(=O)Nc2cc(-c3cn(C4CCOCC4)c4cnccc34)ccn2)CC1,434.54,6.2
CHEMBL4636572,COc1cccc(N(C)c2nccc(-c3cnn4ncccc34)n2)c1,332.37,97
CHEMBL4637319,Cc1cccc(N(C)c2nccc(-c3cnn4ncccc34)n2)c1,316.37,76
CHEMBL4638292,Nc1ncc(-c2ccccc2)nc1C(=O)Nc1cnccc1N1CCC(C(=O)O)CC1,418.46,100
CHEMBL4638460,c1ccc(Cn2cc(-c3ccncc3)c3ccncc32)cc1,285.35,106
CHEMBL4640031,C[C@H]1CN(C(=O)Nc2cc(-c3cn([C@H]4CC[C@@](C)(O)CC4)c4cnccc34)ccn2)C[C@@H](C)O1,463.58,3
CHEMBL4640465,Nc1cc(-c2cn(-c3ccccc3)c3cnccc23)ccn1,286.34,16.7
CHEMBL4640598,c1cc(-c2cn(C3CCOCC3)c3cnccc23)ccn1,279.34,352
CHEMBL4641631,O=C(Nc1cc(-c2cn(C3CCOCC3)c3cnccc23)ccn1)NC1CC1,377.45,17.1
CHEMBL4641672,O=C(Nc1cc(-c2cn(C3CCOCC3)c3cnccc23)ccn1)N1CCOCC1,407.47,24.5
CHEMBL4641839,C[C@H]1CN(C(=O)Nc2cc(-c3cn(C4CCOCC4)c4cnccc34)ccn2)C[C@@H](C)O1,435.53,43.3
CHEMBL4643515,COc1ccccc1Nc1nccc(-c2cnn3ncccc23)n1,318.34,137
CHEMBL4644898,CC1(Cn2cc(-c3ccncc3)c3ccncc32)COC1,279.34,315
CHEMBL4645474,O=C(Nc1cc(-c2cn(-c3ccccc3)c3cnccc23)ccn1)NC1CC1,369.43,15
CHEMBL4646866,Cc1cccc(Nc2nccc(-c3cnn4ncccc34)n2)c1,302.34,7
CHEMBL4647659,CC(C)Oc1ccc(F)c(-c2cnc(N)c(C(=O)Nc3cnccc3N3CCC[C@@H](C(=O)O)C3)n2)c1,494.53,6
CHEMBL4648047,O=C(Nc1cc(-c2cn(-c3ccccc3)c3cnccc23)ccn1)C1CC1,354.41,301
CHEMBL4648742,c1ccc(-n2cc(-c3ccncc3)c3ccncc32)cc1,271.32,13
CHEMBL4648945,c1cc(-c2cn(CC3CC3)c3cnccc23)ccn1,249.32,109
CHEMBL4649473,CC1(C)CN(C(=O)Nc2cc(-c3cn(C4CCOCC4)c4cnccc34)ccn2)C1,405.5,11.6
CHEMBL469346,O=C1NN(c2ccc(Cl)c(Cl)c2)C(=O)/C1=C/c1ccccc1Cl,367.62,20000
CHEMBL469770,COc1ccc(/C=C2\C(=O)NN(c3ccc(F)cc3)C2=O)cc1O,328.3,30000
CHEMBL469776,O=C1NN(c2ccc(Cl)c(Cl)c2)C(=O)/C1=C/c1ccc(Cl)cc1,367.62,20000
CHEMBL470631,O=C1NN(c2ccc(Cl)c(Cl)c2)C(=O)/C1=C/c1ccc(F)c(F)c1,369.15,5000
CHEMBL470851,COc1ccccc1/C=C1\C(=O)NN(c2ccc(C#N)cc2)C1=O,319.32,40000
CHEMBL472491,COc1cc(/C=C2\C(=O)NN(c3ccc(F)cc3)C2=O)ccc1O,328.3,2500
CHEMBL48082,Nc1nccc(-c2c[nH]c3ccccc23)n1,210.24,588
CHEMBL485053,CN1C(=O)/C(=C/c2ccc3c(c2)OCO3)N=C1N,245.24,775
CHEMBL485533,COc1ccc(N2NC(=O)/C(=C\c3ccc(O)c(OC)c3)C2=O)cc1,340.34,1200
CHEMBL495696,N#Cc1cccc(Nc2nccc(-c3cnn4ncccc34)n2)c1,313.32,5
CHEMBL498718,COc1cc(/C=C2\C(=O)NN(c3ccc(C#N)cc3)C2=O)ccc1O,335.32,600
CHEMBL511636,O=C1NN(c2ccc(Cl)c(Cl)c2)C(=O)/C1=C/c1ccc(O)c([N+](=O)[O-])c1,394.17,600
CHEMBL511962,O=C1NN(c2ccc(Cl)c(Cl)c2)C(=O)/C1=C/c1ccc(O)cc1,349.17,2500
CHEMBL512149,O=C1NN(c2ccc(Cl)c(Cl)c2)C(=O)/C1=C/c1cccc(Cl)c1Cl,402.06,15000
CHEMBL512658,COc1cc(/C=C2\C(=O)NN(c3ccc(Cl)c(Cl)c3)C2=O)cc(OC)c1,393.23,20000
CHEMBL564921,N#Cc1c(N)nc2[nH]nc(N)c2c1-c1ccccc1,250.26,11000
CHEMBL565654,COc1cccc(-c2ccc3ncnc(NCc4cccs4)c3c2)c1,347.44,5697
CHEMBL566062,c1coc(-c2ccc3ncnc(NCc4cccs4)c3c2)c1,307.38,3480
CHEMBL566687,c1csc(CNc2ncnc3ccc(-c4ccc5c(c4)OCCO5)cc23)c1,375.45,180
CHEMBL566900,c1nc(NCc2ccoc2)c2cc(-c3ccc4c(c3)OCO4)ccc2n1,345.36,126
CHEMBL567331,c1csc(CNc2ncnc3ccc(-c4ccc5c(c4)OCO5)cc23)c1,361.43,44.5
CHEMBL568150,O=C1NC(=O)/C(=C/c2ccc3nccnc3c2)S1,257.27,815
CHEMBL590109,NCCn1cc(-c2cc(-c3cc4ccccc4s3)c3[nH]ncc3c2)c2nc(N)ncc21,425.52,440
CHEMBL86771,Nc1ccc(N)c2c1C(=O)c1ccccc1C2=O,238.25,3600
CHEMBL92361,O=C(O)Cc1c2ccccc2n2c1[nH]c(=O)c1ccccc12,292.29,8000
CHEMBL99203,Nc1ncnc2c1c(I)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,392.15,71
CHEMBL379929,CC(C)c1nnc2ccc(-c3ocnc3-c3ccccc3)cn12,304.35,100000000
CHEMBL3338887,COc1ccc2[nH]c3c(=O)[nH]nc(-c4ccc(C(F)(F)F)cc4)c3c2c1,359.31,100000000
CHEMBL552957,N#Cc1c(Cl)nc2[nH]nc(N)c2c1-c1ccccc1,269.69,100000000
CHEMBL559608,CC(=O)Nc1nc2nn(-c3ccccc3)c(NC(C)=O)c2cc1C#N,334.34,100000000
CHEMBL562396,Cn1nc(N)c2cc(C#N)c(N)nc21,188.19,100000000
CHEMBL3609565,O=C(Nc1ccccn1)Nc1cccc2c1C1CC3(CCN1C2=O)SCCS3,412.54,100000000
CHEMBL3609746,O=C(Nc1ccc(Br)cn1)Nc1cccc2c1C1CC3(CCN1C2=O)SCCS3,491.44,100000000
CHEMBL1242973,COC(=O)[C@@]1(Cc2ccc(O)c(CC=C(C)C)c2)OC(=O)C(O)=C1c1ccc(O)cc1,424.45,100000000
CHEMBL3092861,NCCOCCOCCO,149.19,100000000
CHEMBL3609659,Cc1cccc(NC(=O)Nc2cccc3c2C2CC4(CCN2C3=O)SCCS4)n1,426.57,100000000
CHEMBL3609667,COc1cc(NC(=O)Nc2cccc3c2[C@@H]2C[C@H](O)CCN2C3=O)nc2ccccc12,418.45,100000000
CHEMBL3609669,CO[C@@H]1CCN2C(=O)c3cccc(NC(=O)Nc4ncccc4C)c3[C@@H]2C1,366.42,100000000
CHEMBL3338889,COc1ccc(Nc2cc(C)n[nH]c2=O)cc1,231.25,100000000
CHEMBL3094443,COC(=O)c1ccc(Cl)c(C(=O)Nc2cc3cnc(OC)nc3[nH]c2=O)c1,388.77,100000000
CHEMBL2180859,O=C(Nc1cccc(N2CCCCC2)n1)Nc1cccc2c1C1CCCCN1C2=O,405.5,100000000
CHEMBL2314463,CC[C@H](CO)Nc1nc(Nc2ncccn2)c2ncn(C(C)C)c2n1,342.41,100000000
CHEMBL2314460,CC(C)[C@H](CO)Nc1nc(Nc2ncccn2)c2ncn(C(C)C)c2n1,356.43,100000000
CHEMBL3787292,O=C(Nc1cc(CF)ccn1)Nc1cccc2c1C1CCCCN1C2=O,354.39,100000000
CHEMBL2180853,O=C(Nc1ccc(Br)cn1)Nc1cccc2c1C1CCCCN1C2=O,401.26,100000000
CHEMBL513188,O=C1NN(c2ccc(Cl)c(Cl)c2)C(=O)/C1=C/c1ccccc1F,351.16,100000000
CHEMBL509892,O=C1NN(c2ccc(Cl)c(Cl)c2)C(=O)/C1=C/c1c(Cl)cccc1Cl,402.06,100000000
CHEMBL523580,COc1ccc(N2NC(=O)/C(=C\c3ccccc3F)C2=O)cc1,312.3,100000000
CHEMBL519700,COc1ccc(N2NC(=O)/C(=C\c3cc(OC)c(O)c(OC)c3)C2=O)cc1,370.36,100000000
CHEMBL2180849,O=C(Nc1cc2ccccc2cn1)Nc1cccc2c1C1CCCCN1C2=O,372.43,100000000
CHEMBL2180848,O=C(Nc1nc2ccccc2s1)Nc1cccc2c1C1CCCCN1C2=O,378.46,100000000
CHEMBL2180869,O=C(Nc1cc[nH]n1)Nc1cccc2c1C1CCCCN1C2=O,311.35,100000000
CHEMBL2180862,O=C(Nc1ccccn1)Nc1cccc2c1C1CCCCN1C2=O,322.37,100000000
CHEMBL2180847,O=C(Nc1cc(-c2ccccc2)on1)Nc1cccc2c1C1CCCCN1C2=O,388.43,100000000
CHEMBL2180846,Cc1cc(NC(=O)Nc2cccc3c2C2CCCCN2C3=O)no1,326.36,100000000
CHEMBL4102344,C[C@@H](c1ccc(F)cc1)n1nnc2cnc3ccc(Br)cc3c21,371.21,100000000
CHEMBL215652,CC(C)c1nnc2ccc(-c3ocnc3-c3ccc(F)cc3Cl)cn12,356.79,100000000
CHEMBL552925,N#Cc1c(N2CCOCC2)nc2[nH]nc(N)c2c1-c1ccccc1,320.36,100000000
